Item Name,Sales Description,Selling Price,Is Returnable Item,Status,Brand,Manufacturer,Product Type,Item Type,Sales Account,Unit,SKU,UPC,EAN,ISBN,Part Number,Purchase Description,Purchase Price,Purchase Account,Inventory Account,Inventory Valuation Method,Reorder Level,Preferred Vendor,Opening Stock,Opening Stock Value,Is Receivable Service,Is Combo Product,Package Weight,Package Length,Package Width,Package Height,Weight Unit,Dimension Unit,Tax Name,Tax Type,Tax Percentage,Purchase Tax Name,Purchase Tax Type,Purchase Tax Percentage,Enable Bin Tracking
4g-gateway,4G Gateway,"<p>Experience advanced smart gateway technology with the 4G Gateway. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: Metal material, Multiple networks in one, Wireless networking, External antenna, Optional power supply mode</li>
<li>Connection Protocol: Ethernet, Wi-Fi, 4G, Zigbee, Bluetooth</li>
<li>Power input: Method 1: 5V 2A or Method 2: POE power supply</li>
<li>Product size: 265*240*65mm (without antenna)</li>
<li>Product net weight: 480g</li>
<li>Working temperature: -10°C-+55°C</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Gateway,Smart Gateway,"Smart Home > Smart Gateway, Wi-Fi, Ethernet, 4G, Zigbee, Bluetooth, 5V 2A USB or PoE",False,Title,Default Title,,,,,UX33,1000,shopify,,deny,manual,,,True,True,,,,4G Gateway - Smart Gateway with advanced smart home features,False,4G Gateway - Smart Smart Gateway | HeyZack,Discover the 4G Gateway - advanced smart gateway with smart features. Free shipping & expert support at HeyZack.,,,,UX33,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's 4g gateway, featuring advanced technology and user-friendly design.","🔹 Features: Metal material, Multiple networks in one, Wireless networking, External antenna, Optional power supply mode | 🔹 Connection Protocol: Ethernet, Wi-Fi, 4G, Zigbee, Bluetooth | 🔹 Power input: Method 1: 5V 2A or Method 2: POE power supply | 🔹 Product size: 265*240*65mm (without antenna) | 🔹 Product net weight: 480g | 🔹 Working temperature: -10°C-+55°C",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: Metal material, Multiple networks in one, Wireless networking, External antenna, Optional power supply mode | Connection Protocol: Ethernet, Wi-Fi, 4G, Zigbee, Bluetooth | Power input: Method 1: 5V 2A or Method 2: POE power supply | Product size: 265*240*65mm (without antenna) | Product net weight: 480g | Working temperature: -10°C-+55°C | Working humidity: 10%-90%RH(non-condensing)",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,"Works with major smart home platforms. Requires: Wi-Fi, Ethernet, 4G, Zigbee, Bluetooth",,"Wi-Fi, Ethernet, 4G, Zigbee, Bluetooth",5V 2A USB or PoE,Automated smart gateway features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",,,HZ-GEN-XX4ED7,,,,,,"smart smart gateway, 4g gateway, home security smart gateway","best smart gateway 2024, smart home smart gateway with wi-fi, ethernet, 4g, zigbee, bluetooth, professional smart gateway system",4g-gateway-heyzack
wired-matter-gateway,Wired Matter Gateway,"<p>Experience advanced smart gateway technology with the Wired Matter Gateway. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: Supports third-party platforms (Apple, Google, Amazon), Rich sub-device ecosystem, Support thread devices and third-party matter over thread devices, LAN control</li>
<li>Network port: RJ45</li>
<li>Color: Grey/Wood Grain</li>
<li>Power input: 5V 1A</li>
<li>Operating Voltage: 2.0V-3.8V</li>
<li>Working Temperature: -10°C-55°C</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Gateway,Smart Gateway,"Smart Home > Smart Gateway, Zigbee, Thread, 5V 1A USB",False,Title,Default Title,,,,,GW60-Matter,1000,shopify,,deny,manual,,,True,True,,,,Wired Matter Gateway - Smart Gateway with advanced smart home features,False,Wired Matter Gateway - Smart Smart Gateway | HeyZack,Discover the Wired Matter Gateway - advanced smart gateway with smart features. Free shipping & expert support at HeyZack.,,,,GW60-Matter,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's wired matter gateway, featuring advanced technology and user-friendly design.","🔹 Features: Supports third-party platforms (Apple, Google, Amazon), Rich sub-device ecosystem, Support tuya thread devices and third-party matter over thread devices, LAN control | 🔹 Network port: RJ45 | 🔹 Color: Grey/Wood Grain | 🔹 Power input: 5V 1A | 🔹 Operating Voltage: 2.0V-3.8V | 🔹 Working Temperature: -10°C-55°C",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: Supports third-party platforms (Apple, Google, Amazon), Rich sub-device ecosystem, Support tuya thread devices and third-party matter over thread devices, LAN control | Network port: RJ45 | Color: Grey/Wood Grain | Power input: 5V 1A | Operating Voltage: 2.0V-3.8V | Working Temperature: -10°C-55°C | Working Humidity: 10%-90%RH | Wireless technology: Zigbee, Thread | Dimensions: 87*87*20mm",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,"Works with major smart home platforms. Requires: Zigbee, Thread",,"Zigbee, Thread",5V 1A USB,Automated smart gateway features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",,,HZ-GEN-XX3649,,,,,,"smart smart gateway, wired matter gateway, home security smart gateway","best smart gateway 2024, smart home smart gateway with zigbee, thread, professional smart gateway system",wired-matter-gateway-heyzack
smart-radiator-valve,Smart Radiator Valve,"<p>Experience advanced smart thermostat technology with the Smart Radiator Valve. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: APP control, Voice control, Stroke distance detection, Open window detection</li>
<li>Voice control: Amazon Alexa, Google Home</li>
<li>Frequency: 2.4GHz</li>
<li>Battery: 2*AA alkaline battery(LR6)</li>
<li>Battery life: Half a Year</li>
<li>Temperature range: 5°C-60°C</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Thermostat,Smart Thermostat,"Smart Home > Smart Thermostat, Zigbee 3.0, Wi-Fi 2.4GHz, 2 AA alkaline batteries",False,Title,Default Title,,,,,TRV06,1000,shopify,,deny,manual,100.0,,True,True,,,,Smart Radiator Valve - Smart Thermostat with advanced smart home features,False,Smart Radiator Valve - Smart Smart Thermostat | HeyZack,Discover the Smart Radiator Valve - advanced smart thermostat with smart features. Free shipping & expert support at HeyZack.,,,,TRV06,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's smart radiator valve, featuring advanced technology and user-friendly design.","🔹 Features: APP control, Voice control, Stroke distance detection, Open window detection | 🔹 Voice control: Amazon Alexa, Google Home | 🔹 Frequency: 2.4GHz | 🔹 Battery: 2*AA alkaline battery(LR6) | 🔹 Battery life: Half a Year | 🔹 Temperature range: 5°C-60°C",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: APP control, Voice control, Stroke distance detection, Open window detection | Voice control: Amazon Alexa, Google Home | Frequency: 2.4GHz | Battery: 2*AA alkaline battery(LR6) | Battery life: Half a Year | Temperature range: 5°C-60°C | Temperature sensor: NTC | Wireless protocol: Zigbee 3.0 | Connection: M30*1.5mm | Max travel: 6mm | Working temperature: -10°C-40°C | Anti-Froze: Yes | Programmable: Yes",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,"Works with major smart home platforms. Requires: Zigbee 3.0, Wi-Fi 2.4GHz",,"Zigbee 3.0, Wi-Fi 2.4GHz",2 AA alkaline batteries,Automated smart thermostat features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",100,,HZ-CDX-THERM0,,Valve thermostatique intelligente pour radiateur,,,,"smart smart thermostat, smart radiator valve, home security smart thermostat","best smart thermostat 2024, smart home smart thermostat with zigbee 3.0, wi-fi 2.4ghz, professional smart thermostat system",smart-radiator-valve-heyzack
universal-remote-control,Universal Remote Control,"<p>Experience advanced smart remote control technology with the Universal Remote Control. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: Easy connection setting, Mobile App remote control, Support air conditioning/TV/set-top box, 360° all-round no blind angle signal coverage</li>
<li>Power input: DC 5V/1A</li>
<li>Stand by power consumption: < 0.4W</li>
<li>Control distance: horizontal <= 8m, positive <= 15m</li>
<li>Launch tubes: 7</li>
<li>Infrared control direction: multi-directional</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Remote Control,Smart Remote Control,"Smart Home > Smart Remote Control, Wi-Fi 2.4GHz 802.11 b/g/n, IR, DC 5V 1A USB",False,Title,Default Title,,,,,UFO-R1,1000,shopify,,deny,manual,4.5,,True,True,,,,Universal Remote Control - Smart Remote Control with advanced smart home features,False,Universal Remote Control - Smart Smart Remote Control | HeyZack,Discover the Universal Remote Control - advanced smart remote control with smart features. Free shipping & expert support at HeyZack.,,,,UFO-R1,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's universal remote control, featuring advanced technology and user-friendly design.","🔹 Features: Easy connection setting, Mobile App remote control, Support air conditioning/TV/set-top box, 360° all-round no blind angle signal coverage | 🔹 Power input: DC 5V/1A | 🔹 Stand by power consumption: < 0.4W | 🔹 Control distance: horizontal <= 8m, positive <= 15m | 🔹 Launch tubes: 7 | 🔹 Infrared control direction: multi-directional",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: Easy connection setting, Mobile App remote control, Support air conditioning/TV/set-top box, 360° all-round no blind angle signal coverage | Power input: DC 5V/1A | Stand by power consumption: < 0.4W | Control distance: horizontal <= 8m, positive <= 15m | Launch tubes: 7 | Infrared control direction: multi-directional | Working temperature: -10°C-50°C | Working humidity: < 85% RH | Connection method: 2.4GHz 802.11b/g/n",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,"Works with major smart home platforms. Requires: Wi-Fi 2.4GHz 802.11 b/g/n, IR",,"Wi-Fi 2.4GHz 802.11 b/g/n, IR",DC 5V 1A USB,Automated smart remote control features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",5000,,HZ-GEN-XX3CBB,,,,,,"smart smart remote control, universal remote control, home security smart remote control","best smart remote control 2024, smart home smart remote control with wi-fi 2.4ghz 802.11 b/g/n, ir, professional smart remote control system",universal-remote-control-heyzack
controller, Controller,"<p>Experience advanced smart remote control technology with the  Controller. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: Smart IR remote control + temp & humidity sensor 2 in 1, Screen brightness adjustable, Temp & humidity calibration function, °C & °F for option, APP remote monitoring, Voice control</li>
<li>Input: 5V 1A</li>
<li>WIFI frequency: 2.4GHz IEEE 802.11 b/g/n</li>
<li>Temperature measure range: 0°C-60°C</li>
<li>Humidity measure range: 0% RH-99%RH</li>
<li>Temperature/Humidity accuracy: ±1°C / ±5%RH</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Remote Control,Smart Remote Control,"Smart Home > Smart Remote Control, Wi-Fi 2.4GHz 802.11 b/g/n, IR, 5V 1A USB",False,Title,Default Title,,,,,WHS20S,1000,shopify,,deny,manual,100.0,,True,True,,,, Controller - Smart Remote Control with advanced smart home features,False, Controller - Smart Smart Remote Control | HeyZack,Discover the  Controller - advanced smart remote control with smart features. Free shipping & expert support at HeyZack.,,,,WHS20S,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's  controller, featuring advanced technology and user-friendly design.","🔹 Features: Smart IR remote control + temp & humidity sensor 2 in 1, Screen brightness adjustable, Temp & humidity calibration function, °C & °F for option, APP remote monitoring, Voice control | 🔹 Input: 5V 1A | 🔹 WIFI frequency: 2.4GHz IEEE 802.11 b/g/n | 🔹 Temperature measure range: 0°C-60°C | 🔹 Humidity measure range: 0% RH-99%RH | 🔹 Temperature/Humidity accuracy: ±1°C / ±5%RH",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: Smart IR remote control + temp & humidity sensor 2 in 1, Screen brightness adjustable, Temp & humidity calibration function, °C & °F for option, APP remote monitoring, Voice control | Input: 5V 1A | WIFI frequency: 2.4GHz IEEE 802.11 b/g/n | Temperature measure range: 0°C-60°C | Humidity measure range: 0% RH-99%RH | Temperature/Humidity accuracy: ±1°C / ±5%RH | Infrared frequency: 38KHz | Infrared range: <= 10 Meters | Dimensions: 80*86*105 mm | Net weight: 130g | Voice control: Amazon alexa, Google Home",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,"Works with major smart home platforms. Requires: Wi-Fi 2.4GHz 802.11 b/g/n, IR",,"Wi-Fi 2.4GHz 802.11 b/g/n, IR",5V 1A USB,Automated smart remote control features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",100,,HZ-GEN-XXCAC0,,,,,,"smart smart remote control,  controller, home security smart remote control","best smart remote control 2024, smart home smart remote control with wi-fi 2.4ghz 802.11 b/g/n, ir, professional smart remote control system",controller-heyzack
stick-logger,Stick Logger,"<p>Experience advanced smart electrical products technology with the Stick Logger. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: Support mainstream brands of inverters, Collects data on operating status and power generation</li>
<li>Interface support: RS485/RS232/TTL/USB or other serial communications</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Electrical Products,Smart Electrical Products,"Smart Home > Smart Electrical Products, RS485, RS232, TTL, Not specified",False,Title,Default Title,,,,,TSW-T111,1000,shopify,,deny,manual,,,True,True,,,,Stick Logger - Smart Electrical Products with advanced smart home features,False,Stick Logger - Smart Smart Electrical Products | HeyZack,Discover the Stick Logger - advanced smart electrical products with smart features. Free shipping & expert support at HeyZack.,,,,TSW-T111,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's stick logger, featuring advanced technology and user-friendly design.","🔹 Features: Support mainstream brands of inverters, Collects data on operating status and power generation | 🔹 Interface support: RS485/RS232/TTL/USB or other serial communications",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: Support mainstream brands of inverters, Collects data on operating status and power generation | Interface support: RS485/RS232/TTL/USB or other serial communications",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,"Works with major smart home platforms. Requires: RS485, RS232, TTL",,"RS485, RS232, TTL",Not specified,Automated smart electrical products features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",,,HZ-CDX-GESTNR,,Enregistreur intelligent Stick,,,,"smart smart electrical products, stick logger, home security smart electrical products","best smart electrical products 2024, smart home smart electrical products with rs485, rs232, ttl, professional smart electrical products system",stick-logger-heyzack
air-conditioner-controller,Air-Conditioner Controller,"<p>Experience advanced smart electrical products technology with the Air-Conditioner Controller. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: Remote control Air-conditioner by App, Local touch panel control, Work with Alexa or google assistant, Smart schedule</li>
<li>Input: DC 5V/1A</li>
<li>Dimension: 80*80*16mm</li>
<li>Infrared frequency: 38kHz</li>
<li>Temp measure range: 0°C-60°C</li>
<li>Humidity measure range: 0%RH-99%RH</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Electrical Products,Smart Electrical Products,"Smart Home > Smart Electrical Products, Wi-Fi 2.4GHz, IR, DC 5V 1A USB",False,Title,Default Title,,,,,S16Pro,1000,shopify,,deny,manual,16.5,,True,True,,,,Air-Conditioner Controller - Smart Electrical Products with advanced smart home features,False,Air-Conditioner Controller - Smart Smart Electrical Products | HeyZack,Discover the Air-Conditioner Controller - advanced smart electrical products with smart features. Free shipping & expert support at HeyZack.,,,,S16Pro,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's air-conditioner controller, featuring advanced technology and user-friendly design.","🔹 Features: Remote control Air-conditioner by App, Local touch panel control, Work with Alexa or google assistant, Smart schedule | 🔹 Input: DC 5V/1A | 🔹 Dimension: 80*80*16mm | 🔹 Infrared frequency: 38kHz | 🔹 Temp measure range: 0°C-60°C | 🔹 Humidity measure range: 0%RH-99%RH",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: Remote control Air-conditioner by App, Local touch panel control, Work with Alexa or google assistant, Smart schedule | Input: DC 5V/1A | Dimension: 80*80*16mm | Infrared frequency: 38kHz | Temp measure range: 0°C-60°C | Humidity measure range: 0%RH-99%RH | Wi-Fi frequency: Wi-Fi 2.4G | Display: LCD",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,"Works with major smart home platforms. Requires: Wi-Fi 2.4GHz, IR",,"Wi-Fi 2.4GHz, IR",DC 5V 1A USB,Automated smart electrical products features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",1000,,HZ-GEN-XXEE65,,,,,,"smart smart electrical products, air-conditioner controller, home security smart electrical products","best smart electrical products 2024, smart home smart electrical products with wi-fi 2.4ghz, ir, professional smart electrical products system",air-conditioner-controller-heyzack
residential-single-phase-hybrid-inverter,Residential Single-Phase Hybrid inverter,"<p>Experience advanced smart electrical products technology with the Residential Single-Phase Hybrid inverter. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: Robust backup power output capacity, Wide range of MPPT voltage range, Reliable IP65 for outdoor using</li>
<li>Power output: 5KVA</li>
<li>MPPT voltage range: 125V-550V</li>
<li>Max. solar input: 7KW</li>
<li>Ingress protection: IP65</li>
<li>Max. parallel operation: 4 Units</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Electrical Products,Smart Electrical Products,"Smart Home > Smart Electrical Products, Not specified, Not specified",False,Title,Default Title,,,,,VEN5KHB-D1,1000,shopify,,deny,manual,,,True,True,,,,Residential Single-Phase Hybrid inverter - Smart Electrical Products with advanced smart home features,False,Residential Single-Phase Hybrid inverter - Smart Smart Electrical Products | HeyZack,Discover the Residential Single-Phase Hybrid inverter - advanced smart electrical products with smart features. Free shipping & expert support at HeyZack.,,,,VEN5KHB-D1,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's residential single-phase hybrid inverter, featuring advanced technology and user-friendly design.","🔹 Features: Robust backup power output capacity, Wide range of MPPT voltage range, Reliable IP65 for outdoor using | 🔹 Power output: 5KVA | 🔹 MPPT voltage range: 125V-550V | 🔹 Max. solar input: 7KW | 🔹 Ingress protection: IP65 | 🔹 Max. parallel operation: 4 Units",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: Robust backup power output capacity, Wide range of MPPT voltage range, Reliable IP65 for outdoor using | Power output: 5KVA | MPPT voltage range: 125V-550V | Max. solar input: 7KW | Ingress protection: IP65 | Max. parallel operation: 4 Units",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,Works with major smart home platforms. Requires: Not specified,,Not specified,Not specified,Automated smart electrical products features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",,,HZ-GEN-XX0F52,,,,,,"smart smart electrical products, residential single-phase hybrid inverter, home security smart electrical products","best smart electrical products 2024, smart home smart electrical products with not specified, professional smart electrical products system",residential-single-phase-hybrid-inverter-heyzack
balcony-energy-storage,Balcony Energy Storage,"<p>Experience advanced smart electrical products technology with the Balcony Energy Storage. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Features: Integrated MPPT, direct PV input, Easy installation and commissioning, Home-ESS grade LFP battery, Easy Plug & Play MC4 connectors</li>
<li>Expandable capacity: 2240Wh-6720Wh</li>
<li>Max. solar input: 1,000W</li>
<li>Max. DC output: 800W</li>
<li>Ingress protection: IP65</li>
<li>Life cycles: 6000 cycles</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Smart Electrical Products,Smart Electrical Products,"Smart Home > Smart Electrical Products, Not specified, Not specified",False,Title,Default Title,,,,,URA-MESS1,1000,shopify,,deny,manual,,,True,True,,,,Balcony Energy Storage - Smart Electrical Products with advanced smart home features,False,Balcony Energy Storage - Smart Smart Electrical Products | HeyZack,Discover the Balcony Energy Storage - advanced smart electrical products with smart features. Free shipping & expert support at HeyZack.,,,,URA-MESS1,new,True,,g,,,True,,,True,,,active,Smart Home Innovation,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's balcony energy storage, featuring advanced technology and user-friendly design.","🔹 Features: Integrated MPPT, direct PV input, Easy installation and commissioning, Home-ESS grade LFP battery, Easy Plug & Play MC4 connectors | 🔹 Expandable capacity: 2240Wh-6720Wh | 🔹 Max. solar input: 1,000W | 🔹 Max. DC output: 800W | 🔹 Ingress protection: IP65 | 🔹 Life cycles: 6000 cycles",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,Perfect for modern homeowners seeking advanced smart home solutions,"Features: Integrated MPPT, direct PV input, Easy installation and commissioning, Home-ESS grade LFP battery, Easy Plug & Play MC4 connectors | Expandable capacity: 2240Wh-6720Wh | Max. solar input: 1,000W | Max. DC output: 800W | Ingress protection: IP65 | Life cycles: 6000 cycles",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,Works with major smart home platforms. Requires: Not specified,,Not specified,Not specified,Automated smart electrical products features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",,,HZ-GEN-XX4830,,,,,,"smart smart electrical products, balcony energy storage, home security smart electrical products","best smart electrical products 2024, smart home smart electrical products with not specified, professional smart electrical products system",balcony-energy-storage-heyzack
petfeeder-petwaterfountain,PetFeeder+ PetWaterFountain,"<p>Experience advanced pets accessories technology with the PetFeeder+ PetWaterFountain. This cutting-edge smart home device delivers professional-grade features for enhanced security and convenience.</p>

<p><strong>Key Features:</strong></p>
<ul>
<li>Capacity: 4 L (pet feeder) + 3 L (pet water fountain)</li>
<li>Material: ABS plastic, 304 stainless steel</li>
<li>Rated Power: 5 W</li>
<li>Wi-Fi: 2.4 GHz & 5 GHz</li>
<li>Operating Temperature: 0 °C – 50 °C</li>
</ul>

<p>Designed for modern smart homes, this device integrates seamlessly with your existing ecosystem while providing reliable performance and user-friendly operation. Perfect for homeowners seeking advanced security solutions with professional installation support and comprehensive warranty coverage.</p>",HeyZack,Smart Home > Pets > Accessories,Pets accessories,"Smart Home > Pets accessories, Wi-Fi 2.4GHz, Wi-Fi 5GHz, 5W AC",False,Title,Default Title,,,,,F1 7- C+W 8,1000,shopify,,deny,manual,16.2,,True,True,,,,PetFeeder+ PetWaterFountain - Pets accessories with advanced smart home features,False,PetFeeder+ PetWaterFountain - Smart Pets accessories | HeyZack,Discover the PetFeeder+ PetWaterFountain - advanced pets accessories with smart features. Free shipping & expert support at HeyZack.,,,,F1 7- C+W 8,new,True,,g,,,True,,,True,,,active,Smart Care for Your Beloved Pets,Experience crystal-clear monitoring with intelligent alerts and seamless smart home integration.,"Stay connected and secure with HeyZack's petfeeder+ petwaterfountain, featuring advanced technology and user-friendly design.","🔹 Capacity: 4 L (pet feeder)  +  3 L (pet water fountain) | 🔹 Material: ABS plastic, 304 stainless steel | 🔹 Rated Power: 5 W | 🔹 Wi-Fi: 2.4 GHz  &  5 GHz | 🔹 Operating Temperature: 0 °C – 50 °C",✓ Monitor your home remotely with crystal-clear video ✓ Receive intelligent alerts for relevant activity ✓ Enjoy seamless integration with existing smart home systems ✓ Professional installation support and warranty coverage,**Pet Owners**: Monitor and interact with pets remotely | **Busy Professionals**: Ensure pet safety during work hours | **Animal Lovers**: Capture and share precious pet moments,"Capacity: 4 L (pet feeder)  +  3 L (pet water fountain)
| Material: ABS plastic, 304 stainless steel |Rated Power: 5 W | Wi-Fi: 2.4 GHz  &  5 GHz | Operating Temperature: 0 °C – 50 °C",Professional installation recommended. Contact HeyZack support for detailed installation guidance.,"Works with major smart home platforms. Requires: Wi-Fi 2.4GHz, Wi-Fi 5GHz",,"Wi-Fi 2.4GHz, Wi-Fi 5GHz",5W AC,Automated pets accessories features with intelligent detection and instant notifications,"Integrates with security scenes, lighting automation, and smart home routines",1000,,HZ-PET-XX2244,,,Universal,,,"smart pets accessories, petfeeder+ petwaterfountain, home security pets accessories","best pets accessories 2024, smart home pets accessories with wi-fi 2.4ghz, wi-fi 5ghz, professional pets accessories system",petfeeder-petwaterfountain-heyzack
